movie_id,movie_title,release_date,release_year,budget,revenue,profit,popularity
42998,The Horrible Dr. Hichcock,1962-01-01,1962,0,0,0,0.184277
42999,The Grim Reaper,1962-09-19,1962,0,0,0,0.690606
43000,The Elusive Corporal,1962-05-23,1962,0,0,0,0.655428
43001,Sundays and Cybele,1962-11-12,1962,0,0,0,0.833509
43002,Lonely Are the Brave,1962-05-24,1962,0,0,0,2.277618
43003,F for Fake,1973-03-13,1973,0,0,0,3.252225
43004,Long Day's Journey Into Night,1962-10-09,1962,0,0,0,1.351823
43006,My Geisha,1962-06-13,1962,0,0,0,0.14668
43007,Period of Adjustment,1962-10-31,1962,0,0,0,0.168755
43008,The Hanging Tree,1959-03-13,1959,0,0,0,3.931676
43009,Red Nightmare,1962-02-11,1962,0,0,0,0.001188
43011,Sodom and Gomorrah,1962-01-01,1962,0,0,0,0.639894
43012,Taras Bulba,1962-11-21,1962,0,0,0,1.308651
43013,The Counterfeit Traitor,1962-04-17,1962,0,0,0,0.817863
43015,Varan the Unbelievable,1962-12-07,1962,0,0,0,0.767422
43016,Waltz of the Toreadors,1962-01-01,1962,0,0,0,0.100951
43017,Back Street,1961-10-11,1961,0,0,0,0.219575
43018,Gidget Goes Hawaiian,1961-06-02,1961,0,0,0,0.207903
43020,The Colossus of Rhodes,1961-06-16,1961,0,0,0,4.80721
43021,Sex Galaxy,2008-08-22,2008,0,0,0,0.390554
43022,King of the Roaring 20's: The Story of Arnold Rothstein,1961-06-11,1961,0,0,0,0.021603
43023,Konga,1961-01-01,1961,0,0,0,0.337964
43026,Paris Belongs to Us,1961-12-13,1961,0,0,0,0.595496
43027,Teen Kanya,1961-05-05,1961,0,0,0,0.294809
43028,Victim,1961-08-01,1961,0,0,0,1.289505
43029,Bells Are Ringing,1960-06-23,1960,0,0,0,5.215541
43030,Cash McCall,1960-01-27,1960,0,0,0,0.362876
43031,The Goddess,1960-02-19,1960,0,0,0,0.241231
43034,Hell to Eternity,1960-08-01,1960,0,0,0,0.157003
43035,Heller in Pink Tights,1960-03-01,1960,0,0,0,2.743674
43036,Mill of the Stone Women,1960-08-30,1960,0,0,0,0.961691
43037,Kidnapped,1960-01-01,1960,0,0,0,2.532177
43039,Never on Sunday,1960-05-24,1960,151000,8000000,7849000,1.879162
43040,Sergeant Rutledge,1960-05-18,1960,0,0,0,4.972855
43041,The Adventures of Huckleberry Finn,1960-08-03,1960,0,0,0,0.918072
43042,The Story of Ruth,1960-06-17,1960,0,0,0,0.523622
43045,The Hypnotic Eye,1960-02-27,1960,365000,0,-365000,0.635717
43046,The Rise and Fall of Legs Diamond,1960-02-03,1960,0,0,0,0.48068
43047,The Sundowners,1960-12-08,1960,0,0,0,0.763723
43048,Tunes of Glory,1960-08-16,1960,0,0,0,1.336759
43049,Where the Boys Are,1960-12-28,1960,0,0,0,0.804731
43051,Al Capone,1959-01-01,1959,0,0,0,2.761631
43052,Säg att du älskar mig,2006-08-25,2006,0,0,0,0.318888
43065,"Nightmares in Red, White and Blue",2009-08-06,2009,0,0,0,5.873644
43071,Corto Maltese in Siberia,2002-09-25,2002,0,0,0,1.5371
43074,Ghostbusters,2016-07-14,2016,144000000,229147509,85147509,17.162744
43075,The Cabin in the Cotton,1932-10-15,1932,0,0,0,0.296602
43077,Gordon's War,1973-08-09,1973,0,0,0,0.000785
43079,Mad About Mambo,2000-04-04,2000,0,0,0,4.51621
43083,This is Sodom,2010-08-05,2010,2745000,5850000,3105000,0.63535
43084,Deadly Species,2002-02-15,2002,0,0,0,0.222971
43085,Dead and Deader,2006-12-16,2006,0,0,0,5.015147
43088,Spider Lilies,2007-03-30,2007,0,0,0,0.974875
43089,Roadgames,1981-06-26,1981,1750000,100000,-1650000,4.291236
43090,Gunless,2010-04-30,2010,10000000,0,-10000000,2.726078
43092,Beat Girl,1960-08-21,1960,0,0,0,0.541296
43093,The Giant Behemoth,1959-03-03,1959,0,0,0,1.311197
43094,"Go, Johnny, Go!",1959-06-01,1959,0,0,0,0.189384
43095,Odd Obsession,1959-06-23,1959,0,0,0,0.849613
43096,Gidget,1959-04-09,1959,0,0,0,0.802364
43097,Girls Town,1959-10-05,1959,0,0,0,0.568897
43099,Mothman,2010-04-24,2010,0,0,0,0.706613
43100,General Della Rovere,1959-10-07,1959,0,0,0,3.566556
43101,Picnic on the Grass,1959-11-11,1959,0,0,0,0.551862
43102,Dangerous Liaisons,1959-09-09,1959,0,0,0,0.651211
43103,Room at the Top,1959-01-22,1959,0,0,0,1.876199
43105,The Alligator People,1959-07-01,1959,0,0,0,0.686882
43106,The Battle of the Sexes,1960-02-25,1960,0,0,0,0.586584
43109,The Killer Shrews,1959-06-25,1959,0,0,0,1.230246
43110,The Mating Game,1959-04-29,1959,0,0,0,0.352351
43111,The Young Philadelphians,1959-05-30,1959,0,0,0,1.162798
43112,Tiger Bay,1959-03-01,1959,0,0,0,1.133413
43113,The H-Man,1958-06-24,1958,0,0,0,0.268765
43114,Buchanan Rides Alone,1958-08-01,1958,0,0,0,0.787377
43115,Earth vs. the Spider,1958-09-01,1958,0,0,0,0.406202
43116,High School Confidential!,1958-05-30,1958,0,0,0,0.785257
43117,I Married a Monster from Outer Space,1958-10-01,1958,0,0,0,0.762256
43118,"Ivan the Terrible, Part II: The Boyars' Plot",1958-06-06,1958,0,0,0,1.701091
43119,Machine-Gun Kelly,1958-05-01,1958,0,0,0,1.493682
43120,Missile to the Moon,1958-11-15,1958,65000,0,-65000,0.565431
43121,The Rickshaw Man,1958-04-21,1958,0,0,0,0.554417
43122,The Private Life of Henry VIII,1933-08-17,1933,0,0,0,3.491337
43128,Sons of the Desert,1933-12-29,1933,0,0,0,4.305542
43130,Lady for a Day,1933-09-13,1933,0,0,0,1.9081
43131,Speak Easily,1932-08-13,1932,0,0,0,0.412714
43132,Rasputin and the Empress,1932-03-24,1932,0,0,0,0.431214
43135,Queen of Outer Space,1958-09-08,1958,0,0,0,0.259671
43136,Separate Tables,1958-12-18,1958,0,0,0,1.588943
43137,Teacher's Pet,1958-04-01,1958,0,0,0,2.092184
43138,The Brothers Karamazov,1958-02-20,1958,0,0,0,3.425142
43139,The Horse's Mouth,1958-11-11,1958,0,0,0,0.829756
43141,The Matchmaker,1958-08-12,1958,0,0,0,0.167778
43142,The Naked and the Dead,1958-08-06,1958,0,0,0,0.70288
43143,The Crawling Eye,1958-07-07,1958,0,0,0,0.93291
43144,The Wild Women of Wongo,1958-01-01,1958,0,0,0,0.599872
43145,One Hour with You,1932-03-22,1932,0,0,0,1.406699
43146,Fanny,1932-11-02,1932,0,0,0,0.507325
43147,Blessed Event,1932-09-10,1932,0,0,0,0.090803
43148,The Vampire Bat,1933-01-21,1933,0,0,0,1.279057
43149,The Son of Kong,1933-12-22,1933,250000,0,-250000,1.771424
43150,Little Miss Marker,1934-06-01,1934,0,0,0,1.113736
43151,Rosalie,1937-12-24,1937,0,0,0,0.891202
43153,Harvest,1937-10-28,1937,0,0,0,0.050314
43155,Test Pilot,1938-04-22,1938,0,0,0,0.585649
43157,Just Around the Corner,1938-11-11,1938,0,0,0,0.400777
43158,Godspell: A Musical Based on the Gospel According to St. Matthew,1973-03-21,1973,0,0,0,1.516959
43167,Andy Hardy's Double Life,1942-12-01,1942,0,0,0,0.144944
43172,Around the World,1943-11-27,1943,0,0,0,0.001177
43176,Ziegfeld Follies,1945-08-13,1945,0,0,0,0.852584
43177,Son of Lassie,1945-01-01,1945,0,0,0,0.631099
43187,That Forsyte Woman,1949-11-03,1949,0,0,0,0.054871
43188,The Pride of St. Louis,1952-01-01,1952,0,0,0,0.080581
43189,Million Dollar Mermaid,1952-12-04,1952,0,0,0,0.104231
43191,"Beware, My Lovely",1952-08-07,1952,0,0,0,0.770682
43192,Houdini,1953-07-02,1953,0,0,0,1.47243
43193,Dangerous When Wet,1953-07-03,1953,0,0,0,0.566233
43194,Ulysses,1954-10-06,1954,0,0,0,1.993626
43195,Senso,1954-09-02,1954,0,0,0,1.98483
43199,The Eddy Duchin Story,1956-01-01,1956,0,0,0,2.947023
43200,Basilicata coast to coast,2010-04-09,2010,0,0,0,3.107762
43205,Tarzan's Greatest Adventure,1959-07-08,1959,0,0,0,0.334816
43206,Pitbullterje,2005-11-04,2005,0,0,0,0.190787
43208,Snowball Effect: The Story of Clerks,2004-09-07,2004,0,0,0,0.378518
43209,Ong Bak 3,2010-05-05,2010,0,2340363,2340363,9.596685
43211,7 Kilos in 7 Days,1986-01-01,1986,0,0,0,2.125375
43212,My Dear Desperado,2010-05-20,2010,800000,4214668,3414668,1.049484
43213,Chicago Overcoat,2009-10-10,2009,3200000,0,-3200000,1.019869
43219,La Mission,2009-01-19,2009,2000000,0,-2000000,0.827387
43226,The Mysterians,1957-12-28,1957,0,0,0,1.138696
43228,I Was a Teenage Werewolf,1957-06-19,1957,82000,2000000,1918000,0.75684
43229,Johnny Tremain,1957-06-15,1957,0,0,0,1.403067
43230,Kronos,1957-03-31,1957,0,0,0,0.935835
43231,Le Notti Bianche,1957-07-06,1957,0,0,0,2.69067
43232,Les Girls,1957-01-01,1957,0,0,0,6.636057
43234,Man of a Thousand Faces,1957-10-01,1957,0,0,0,2.108187
43236,Peyton Place,1957-12-13,1957,0,0,0,1.990531
43239,Silk Stockings,1957-07-18,1957,0,0,0,2.690792
43240,Tammy and the Bachelor,1957-06-14,1957,0,0,0,0.922678
43241,The Amazing Colossal Man,1957-10-25,1957,0,0,0,0.870274
43248,The Brain from Planet Arous,1957-10-01,1957,0,0,0,0.598374
43250,The Lonely Man,1957-06-21,1957,0,0,0,0.127452
43252,The Story of Mankind,1957-11-08,1957,0,0,0,0.804527
43253,The Tall T,1957-04-02,1957,0,0,0,1.331762
43254,7th Cavalry,1956-01-01,1956,0,0,0,0.54068
43255,Street of Shame,1956-03-18,1956,0,0,0,1.861653
43256,Autumn Leaves,1956-08-01,1956,0,0,0,1.410229
43257,Bundle of Joy,1956-12-12,1956,0,0,0,0.441986
43258,Friendly Persuasion,1956-11-25,1956,0,0,0,1.45833
43259,Hollywood or Bust,1956-12-06,1956,0,0,0,0.695757
43260,Jubal,1956-04-06,1956,0,0,0,1.433165
43261,The Benny Goodman Story,1956-01-01,1956,0,0,0,0.830073
43263,Jesse Stone: No Remorse,2010-05-09,2010,0,0,0,6.171229
43266,How Green Was My Valley,1941-10-28,1941,1250000,6000000,4750000,9.058578
43267,29th Street,1991-11-01,1991,0,0,0,1.04741
43268,Poor Little Rich Girl,1936-07-24,1936,0,0,0,0.723765
43269,The Strange Affair of Uncle Harry,1945-08-17,1945,0,0,0,0.752893
43271,Unconscious,2004-08-27,2004,0,0,0,1.393311
43275,Roswell,1994-07-31,1994,0,0,0,1.241304
43277,The Great Ziegfeld,1936-04-08,1936,0,0,0,0.715129
43278,The Life of Emile Zola,1937-10-02,1937,0,0,0,1.142535
43279,Attack Force Z,1982-06-10,1982,0,88000,88000,1.021685
43281,Love Without Pity,1989-11-22,1989,0,0,0,0.002317
43292,Tutte le donne della mia vita,2007-04-13,2007,0,0,0,0.595967
43294,An American in Rome,1954-01-01,1954,0,0,0,3.249737
43303,Nora Roberts' Tribute,2009-04-11,2009,0,0,0,1.206291
43306,A Guy Named Joe,1944-03-01,1944,2627000,5363000,2736000,0.662665
43307,Mr. Skeffington,1944-05-25,1944,0,0,0,1.618199
43308,The Shepherd of the Hills,1941-07-18,1941,0,0,0,0.977858
43309,The Gamma People,1956-12-01,1956,0,0,0,0.155576
43310,The King and Four Queens,1956-12-21,1956,0,0,0,4.064491
43311,The Opposite Sex,1956-10-26,1956,0,0,0,0.485327
43312,The She-Creature,1956-08-01,1956,0,0,0,1.246874
43313,The Teahouse of the August Moon,1956-01-01,1956,0,0,0,0.678003
43314,A Lawless Street,1955-11-15,1955,0,0,0,0.910456
43316,All That Heaven Allows,1955-12-25,1955,0,3100000,3100000,3.922641
43317,Artists and Models,1955-11-07,1955,1500000,0,-1500000,3.2245
43318,Interrupted Melody,1955-07-01,1955,0,0,0,0.169481
43319,Man Without a Star,1955-03-24,1955,0,0,0,3.020363
43321,Pete Kelly's Blues,1955-07-31,1955,0,0,0,0.874713
43322,A Generation,1955-01-26,1955,0,0,0,0.832219
43323,Richard III,1955-12-13,1955,0,0,0,1.971284
43326,The Tender Trap,1955-11-04,1955,0,0,0,0.740862
43327,The Virgin Queen,1955-07-22,1955,0,0,0,0.728698
43329,Apache,1954-07-09,1954,0,0,0,1.607794
43332,Demetrius and the Gladiators,1954-06-16,1954,4500000,0,-4500000,1.108485
43333,Désirée,1954-11-16,1954,0,0,0,0.556292
43336,Executive Suite,1954-05-06,1954,0,0,0,2.171544
43337,Inauguration of the Pleasure Dome,1954-01-01,1954,0,0,0,0.588972
43338,Illusion Travels by Streetcar,1954-01-01,1954,0,0,0,0.282481
43339,Twenty-Four Eyes,1954-09-15,1954,0,0,0,0.617717
43340,Young at Heart,1954-12-01,1954,0,0,0,0.86603
43341,Cat-Women of the Moon,1953-09-03,1953,0,0,0,1.337813
43342,Donovan's Brain,1953-09-30,1953,0,0,0,1.327715
43343,Easy to Love,1953-12-25,1953,0,0,0,0.328907
43344,Él,1953-07-09,1953,0,0,0,1.931894
43345,Old Gringo,1989-10-06,1989,0,0,0,1.582367
43346,Genevieve,1953-05-28,1953,0,0,0,1.152132
43347,Love & Other Drugs,2010-11-22,2010,30000000,102820008,72820008,7.575696
43348,Gun Fury,1953-10-30,1953,0,0,0,2.237684
43349,Gate of Hell,1953-10-30,1953,0,0,0,1.865846
43350,Lili,1953-07-10,1953,0,0,0,4.855811
43351,Pony Express,1953-01-01,1953,0,0,0,1.53743
43353,Robot Monster,1953-06-25,1953,16000,1000000,984000,0.892476
43354,The Captain's Paradise,1953-09-28,1953,0,0,0,0.945812
43355,The Master of Ballantrae,1953-01-01,1953,0,0,0,0.326214
43357,The Twonky,1953-01-01,1953,0,0,0,0.30079
43358,Carrie,1952-07-17,1952,0,0,0,3.415808
43360,Le Plaisir,1952-02-29,1952,0,0,0,1.051178
43361,The White Sheik,1952-09-20,1952,0,0,0,2.384287
43362,Love Is Better Than Ever,1952-02-23,1952,0,0,0,0.004869
43363,Lovely to Look At,1952-07-01,1952,0,0,0,0.002001
43364,The Life of Oharu,1952-01-01,1952,0,0,0,3.586218
43365,Stars and Stripes Forever,1952-01-01,1952,0,0,0,0.121661
43367,The Big Sky,1952-08-19,1952,140,0,-140,1.898482
43368,The Big Trees,1952-02-05,1952,0,0,0,0.966064
43369,The Card,1952-02-25,1952,0,0,0,0.806568
43370,The Lusty Men,1952-10-24,1952,0,0,0,0.620172
43371,Bedtime for Bonzo,1951-04-05,1951,0,0,0,0.077936
43372,Bellissima,1951-12-27,1951,0,0,0,1.928674
43373,Chained for Life,1952-01-01,1952,0,0,0,0.54733
43376,Diary of a Country Priest,1951-02-07,1951,0,0,0,2.957558
43378,Man in the Saddle,1951-12-02,1951,0,0,0,0.476306
43379,Miracle in Milan,1951-02-08,1951,0,0,0,1.607246
43380,Rawhide,1951-03-25,1951,0,0,0,1.495158
43381,Texas Carnival,1951-10-05,1951,0,0,0,0.05277
43384,Vengeance Valley,1951-02-06,1951,0,0,0,1.074432
43385,Born to Be Bad,1950-09-28,1950,0,0,0,9.743518
43386,Cyrano de Bergerac,1950-11-14,1950,0,0,0,4.617
43387,Francis,1950-01-01,1950,0,0,0,2.67732
43388,King Solomon's Mines,1950-11-09,1950,0,0,0,1.684532
43389,Variety Lights,1950-12-06,1950,0,0,0,0.679762
43390,Summer Stock,1950-08-31,1950,0,0,0,3.949985
43391,The Flying Saucer,1950-01-04,1950,0,0,0,0.432126
43392,The Jackie Robinson Story,1950-05-16,1950,0,0,0,0.58232
43394,Three Secrets,1950-10-20,1950,0,0,0,0.505205
43395,Two Weeks with Love,1950-01-01,1950,0,0,0,0.451601
43396,Union Station,1950-10-04,1950,0,0,0,1.497464
43397,Caught,1949-02-17,1949,0,0,0,1.580085
43398,Challenge to Lassie,1949-01-01,1949,0,0,0,1.017714
43407,None But the Brave,1965-02-24,1965,0,0,0,1.200662
43409,Traceless,2010-03-10,2010,0,0,0,1.426807
43410,Yuva,2004-05-22,2004,0,0,0,0.507051
43414,Rock n' Roll Nerd,2008-08-08,2008,0,0,0,0.236635
43417,The Magnificent Seven Ride!,1972-08-01,1972,3000000,0,-3000000,2.366529
43418,Beneath Hill 60,2010-04-15,2010,7347125,0,-7347125,5.661077
43419,Souls at Sea,1937-09-03,1937,0,0,0,0.627079
43422,Gringuito,1998-01-01,1998,0,0,0,0.001177
43423,The Wind Will Carry Us,1999-09-06,1999,0,0,0,1.301513
43429,Martin (Hache),1997-03-31,1997,0,0,0,2.435127
43430,"The Irony of Fate, or Enjoy Your Bath!",1975-12-31,1975,0,0,0,2.694572
43432,Roma,2004-04-15,2004,2763806,0,-2763806,0.420613
43434,Carlos,2010-05-19,2010,18000000,871279,-17128721,4.558075
43435,Jolson Sings Again,1949-08-17,1949,0,0,0,0.369118
43436,Little Women,1949-04-01,1949,0,0,0,5.551702
43437,Neptune's Daughter,1949-06-10,1949,0,0,0,0.400869
43438,The Rocking Horse Winner,1949-11-30,1949,0,0,0,0.486514
43439,The Secret Garden,1949-04-30,1949,0,0,0,0.273022
43440,The Stratton Story,1949-06-01,1949,0,0,0,0.713887
43441,Every Girl Should Be Married,1948-12-25,1948,0,0,0,0.593272
43442,I Remember Mama,1948-03-17,1948,0,0,0,1.595121
43443,Joan of Arc,1948-12-22,1948,0,0,0,1.083596
43444,Amore,1948-10-30,1948,0,0,0,0.341956
43445,La Terra Trema,1948-09-02,1948,0,0,0,1.148749
43448,Rachel and the Stranger,1948-09-20,1948,0,0,0,0.401971
43449,Romance on the High Seas,1948-06-25,1948,0,0,0,0.370227
43450,Scott of the Antarctic,1948-11-29,1948,0,0,0,0.485636
43451,Summer Holiday,1948-04-15,1948,0,0,0,0.165623
43452,The Babe Ruth Story,1948-09-16,1948,0,0,0,0.604675
43453,The Dark Past,1948-12-22,1948,0,0,0,0.513101
43454,The Fuller Brush Man,1948-06-01,1948,0,0,0,0.419152
43455,The Loves of Carmen,1948-08-23,1948,0,0,0,0.366948
43456,The Miracle of the Bells,1948-03-27,1948,0,0,0,0.317882
43457,Winter Meeting,1948-04-07,1948,0,0,0,0.006296
43458,Words and Music,1948-12-31,1948,0,0,0,1.023648
43459,The Pearl,1947-01-01,1947,0,0,0,0.720646
43460,Monsieur Vincent,1947-11-05,1947,0,0,0,0.507052
43461,Odd Man Out,1947-01-30,1947,0,0,0,3.017513
43462,Panic,1947-01-15,1947,0,0,0,0.072048
43463,Railroaded!,1947-09-25,1947,0,0,0,1.344363
43464,Sinbad il marinaio,1947-01-13,1947,0,0,0,1.846912
43466,The Farmer's Daughter,1947-01-01,1947,0,0,0,1.015109
43469,Shoeshine,1946-04-27,1946,0,0,0,3.11797
43470,A Stolen Life,1946-07-06,1946,0,0,0,1.39158
43471,Anna and the King of Siam,1946-08-11,1946,0,0,0,2.255925
43473,Dirty Gertie from Harlem U.S.A.,1946-01-01,1946,0,0,0,0.059193
43475,Gumby: The Movie,1995-12-01,1995,0,0,0,0.090452
43477,Shinbone Alley,1970-06-26,1970,0,0,0,3.8e-05
43481,Black River,2001-07-06,2001,0,0,0,0.607155
43485,Night and Day,1946-07-02,1946,0,0,0,0.62187
43486,Sylvia and the Ghost,1946-02-06,1946,0,0,0,0.004617
43487,No Regrets for Our Youth,1946-10-29,1946,0,0,0,0.463449
43488,A Walk in the Sun,1945-12-25,1945,0,0,0,8.85591
43489,Brewster's Millions,1945-04-07,1945,0,0,0,0.810032
43490,"Objective, Burma!",1945-02-17,1945,0,0,0,3.274326
43491,Rhapsody in Blue,1945-09-22,1945,0,0,0,0.078461
43492,The Corn Is Green,1945-07-14,1945,0,0,0,0.954383
43494,The Enchanted Cottage,1945-04-28,1945,0,0,0,0.457322
43495,The Seventh Veil,1945-10-18,1945,0,0,0,0.742283
43497,Tonight and Every Night,1945-01-09,1945,0,0,0,0.257605
43498,Yolanda and the Thief,1945-11-20,1945,0,0,0,0.120028
43499,Buffalo Bill,1943-12-31,1943,0,0,0,4.521805
43500,Here Come the Waves,1944-01-01,1944,0,0,0,0.180615
43501,Kismet,1944-10-01,1944,0,0,0,0.909065
43503,Step Lively,1944-07-26,1944,0,0,0,0.009344
43504,The Fighting Sullivans,1944-02-03,1944,0,0,0,0.521396
43506,Bataan,1943-06-03,1943,0,0,0,0.809567
43510,Guadalcanal Diary,1943-01-01,1943,0,0,0,0.204309
43511,Higher and Higher,1943-12-31,1943,0,0,0,0.041727
43512,Presenting Lily Mars,1943-04-29,1943,0,0,0,0.346945
43513,Stormy Weather,1943-07-21,1943,0,0,0,0.70239
43514,Thank Your Lucky Stars,1943-09-25,1943,0,0,0,6.037392
43515,The Sky's the Limit,1943-07-13,1943,0,0,0,0.176901
43516,The Song of Bernadette,1943-12-21,1943,0,0,0,1.171051
43517,This Is the Army,1943-08-14,1943,0,0,0,0.800156
43518,Thousands Cheer,1943-01-01,1943,0,0,0,0.275943
43522,Gentleman Jim,1942-11-14,1942,0,0,0,0.771401
43524,Iceland,1942-09-21,1942,0,0,0,0.004794
43525,In This Our Life,1942-05-16,1942,0,0,0,6.312577
43526,Journey for Margaret,1942-12-17,1942,0,0,0,0.263403
43529,Golden Boy,1939-09-05,1939,0,0,0,1.078091
43532,Summer Holiday,1963-02-18,1963,0,0,0,0.441386
43533,Two O'Clock Courage,1945-04-13,1945,0,0,0,0.510815
43535,A Simple Twist of Fate,1994-09-02,1994,0,0,0,4.13516
43539,The Next Three Days,2010-11-18,2010,30000000,51148651,21148651,9.591425
43542,The Rainmaker,1956-12-13,1956,0,0,0,1.469077
43544,Ma che colpa abbiamo noi,2003-01-10,2003,0,0,0,0.465185
43546,Bathing Beauty,1944-07-01,1944,2361000,6892000,4531000,0.789574
43548,Don't Play with Tigers,1982-01-15,1982,0,0,0,1.874153
43549,The Experiment,2010-07-15,2010,21800000,0,-21800000,9.662564
43550,My Last Five Girlfriends,2009-04-29,2009,0,0,0,7.04835
43551,A Date with the Falcon,1942-01-16,1942,0,0,0,0.280027
43552,Vanishing on 7th Street,2010-09-11,2010,10000000,1068682,-8931318,8.419427
43562,Along the Great Divide,1951-06-02,1951,0,0,0,0.79082
43566,Before and After,1996-02-23,1996,35000000,0,-35000000,2.938293
43571,Rich and Poor,1983-01-01,1983,0,0,0,0.033991
43580,The Cat in the Hat,1971-03-10,1971,0,0,0,0.451122
43584,Sacred Heart,2005-02-25,2005,0,0,0,2.266673
43585,Headless Horseman,2007-10-27,2007,0,0,0,0.54312
43592,Teeth,2000-10-13,2000,0,0,0,0.670968
43593,Piranha 3D,2010-08-20,2010,24000000,83188165,59188165,8.212132
43594,The Emperor Jones,1933-09-29,1933,0,0,0,0.309319
43595,She Done Him Wrong,1933-02-09,1933,200000,2200000,2000000,1.840758
43596,Liebelei,1933-03-10,1933,0,0,0,0.472479
43597,Lady Killer,1933-12-09,1933,0,0,0,0.513768
43598,Ladies They Talk About,1933-02-04,1933,0,0,0,1.528051
43599,Employees' Entrance,1933-02-11,1933,0,0,0,0.26519
43600,Dancing Lady,1933-11-24,1933,923,0,-923,6.232671
43601,Bombshell,1933-10-13,1933,0,0,0,0.668451
43603,Zouzou,1934-12-21,1934,0,0,0,0.04185
43604,Viva Villa!,1934-04-27,1934,0,0,0,0.331916
43605,Treasure Island,1934-08-17,1934,0,0,0,0.987212
43608,The Night Holds Terror,1955-07-13,1955,0,0,0,0.127079
43610,The Valley of Decision,1945-06-01,1945,2160000,9132000,6972000,0.230534
43612,Happiness Is in the Field,1995-01-31,1995,13365000,0,-13365000,1.254885
43614,Father of My Children,2009-12-16,2009,0,0,0,1.389502
43616,The King of Escape,2009-07-15,2009,0,0,0,0.917276
43618,Tokyo Olympiad,1965-09-24,1965,0,0,0,0.643658
43619,Leaving,2009-08-12,2009,7600000,0,-7600000,2.334013
43625,Heidi,2005-08-19,2005,0,0,0,0.64338
43626,Sword of Gideon,1986-09-01,1986,0,0,0,0.91119
43629,Doodlebug,1997-01-01,1997,0,0,0,3.729927
43634,Boys,1996-05-10,1996,0,0,0,1.579153
43635,My Rainy Days,2009-11-07,2009,0,0,0,2.034642
43637,Magnificent Warriors,1987-04-16,1987,0,0,0,0.921075
43638,Holly,2006-08-16,2006,0,0,0,0.820315
43641,Superman/Shazam!: The Return of Black Adam,2010-11-09,2010,0,0,0,3.566333
43642,Abandoned,2010-08-24,2010,0,0,0,2.085279
43643,White Fang 2: Myth of the White Wolf,1994-04-15,1994,0,0,0,1.819367
43645,The Little Devil,1988-07-01,1988,0,0,0,4.295593
43646,The Comics,1990-01-01,1990,0,0,0,2.520134
43648,The Comics 2,1991-10-19,1991,0,0,0,1.999079
43649,The New Comics,1994-01-01,1994,0,0,0,1.254781
43650,The Legend of Sleepy Hollow,1949-10-05,1949,0,0,0,1.192956
43651,Google Me,2008-04-25,2008,0,0,0,0.14608
43652,Beloved Berlin Wall,2009-11-19,2009,0,0,0,0.828537
43653,The Living Wake,2007-01-01,2007,0,0,0,0.102573
43654,Edward II,1991-09-03,1991,0,694438,694438,4.556825
43656,13 Moons,2002-08-30,2002,0,0,0,2.407001
43657,AKA,2002-01-19,2002,0,0,0,0.461501
43658,Apple Jack,2003-09-16,2003,0,0,0,0.020588
43664,"The Bread, My Sweet",2001-04-21,2001,600000,1023156,423156,0.958152
43670,Stateside,2004-05-23,2004,16000000,174318,-15825682,1.054438
43673,Sleeping Dogs Lie,2006-10-20,2006,0,0,0,5.381609
43678,The Champion,1915-03-11,1915,0,0,0,1.105624
43680,Heart of a Dog,1988-01-01,1988,0,0,0,2.870907
43681,The Perfect Human,1967-01-01,1967,0,0,0,0.74442
43685,Amphibian Man,1962-01-03,1962,0,0,0,1.372162
43687,The Rise of Catherine the Great,1934-01-01,1934,0,0,0,0.219576
43688,The Old Fashioned Way,1934-07-13,1934,0,0,0,0.367549
43689,The Merry Widow,1934-11-02,1934,0,0,0,0.498582
43691,The Count of Monte Cristo,1934-09-06,1934,0,0,0,0.573468
43692,The Clairvoyant,1934-01-01,1934,0,0,0,0.349145
43693,The Barretts of Wimpole Street,1934-09-21,1934,0,0,0,0.155582
43696,Sadie McKee,1934-05-09,1934,0,0,0,0.137664
43699,The Deal,2003-09-28,2003,0,0,0,0.970579
43700,Big Money Rustlas,2010-08-14,2010,0,0,0,0.252094
43701,The Triple Echo,1972-01-01,1972,0,0,0,0.207603
43705,The Great Lie,1941-04-12,1941,0,0,0,2.326138
43708,"Die, Mommie, Die!",2003-10-31,2003,0,320092,320092,0.950658
43710,Who's Minding The Mint?,1967-09-26,1967,0,0,0,0.111773
43711,Enid,2009-11-16,2009,0,0,0,0.660874
43713,Nightmare Detective,2006-01-01,2006,0,0,0,0.658977
43715,The Deadly Mantis,1957-05-01,1957,0,0,0,1.738062
43716,The Land Unknown,1957-08-01,1957,0,0,0,0.699475
43719,Small Island,2009-12-06,2009,0,0,0,0.662664
43721,Margaret,2009-03-26,2009,0,0,0,0.522679
43727,Jolene,2008-06-13,2008,0,0,0,2.060735
43734,Witch Hunt,2008-01-01,2008,0,0,0,0.305215
43735,The Nanny Express,2009-01-02,2009,0,0,0,0.52037
43738,Eastern Plays,2009-10-16,2009,0,0,0,1.1135
43739,Love Affair,1939-04-07,1939,0,0,0,3.251277
43740,The Little Traitor,2009-01-01,2009,0,0,0,0.851861
43741,Joe's Palace,2007-11-04,2007,0,0,0,1.502651
43742,Love Affair,1994-10-21,1994,60000000,0,-60000000,3.290192
43743,Fabled,2002-01-01,2002,0,0,0,0.006604
43749,Wolf Girl,2001-09-21,2001,0,0,0,1.179495
43750,Under the Yum-Yum Tree,1963-10-23,1963,0,0,0,0.83878
